area,department,month,total_spent,complaints_handled,avg_cost
Swargate,Environmental Control,2024-10,251163,99,2537
Swargate,Environmental Control,2024-11,124542,99,1258
Swargate,Environmental Control,2024-12,197680,80,2471
Swargate,Traffic Police,2024-01,135216,54,2504
Swargate,Traffic Police,2024-02,26868,12,2239
Swargate,Traffic Police,2024-03,96832,89,1088
Swargate,Traffic Police,2024-04,72900,75,972
Swargate,Traffic Police,2024-05,39000,65,600
Swargate,Traffic Police,2024-06,150241,91,1651
Swargate,Traffic Police,2024-07,20472,24,853
Swargate,Traffic Police,2024-08,53790,33,1630
Swargate,Traffic Police,2024-09,102512,43,2384
Swargate,Traffic Police,2024-10,48983,61,803
Swargate,Traffic Police,2024-11,49049,91,539
Swargate,Traffic Police,2024-12,4568,8,571
Swargate,Noise Regulation Department,2024-01,29682,18,1649
Swargate,Noise Regulation Department,2024-02,37796,44,859
Swargate,Noise Regulation Department,2024-03,8886,6,1481
Swargate,Noise Regulation Department,2024-04,167040,72,2320
Swargate,Noise Regulation Department,2024-05,121508,74,1642
Swargate,Noise Regulation Department,2024-06,109268,59,1852
Swargate,Noise Regulation Department,2024-07,146761,97,1513
Swargate,Noise Regulation Department,2024-08,35612,58,614
Swargate,Noise Regulation Department,2024-09,88374,33,2678
Swargate,Noise Regulation Department,2024-10,63046,58,1087
Swargate,Noise Regulation Department,2024-11,170956,79,2164
Swargate,Noise Regulation Department,2024-12,282624,96,2944
Swargate,Tree Plantation Authority,2024-01,129732,57,2276
Swargate,Tree Plantation Authority,2024-02,66143,77,859
Swargate,Tree Plantation Authority,2024-03,18853,17,1109
Swargate,Tree Plantation Authority,2024-04,36808,43,856
Swargate,Tree Plantation Authority,2024-05,260550,90,2895
Swargate,Tree Plantation Authority,2024-06,52812,36,1467
Swargate,Tree Plantation Authority,2024-07,37136,44,844
Swargate,Tree Plantation Authority,2024-08,158424,56,2829
Swargate,Tree Plantation Authority,2024-09,104652,76,1377
Swargate,Tree Plantation Authority,2024-10,145521,69,2109
Swargate,Tree Plantation Authority,2024-11,99456,48,2072
Swargate,Tree Plantation Authority,2024-12,27840,32,870
Swargate,Animal Control,2024-01,96690,33,2930
Swargate,Animal Control,2024-02,72996,79,924
Swargate,Animal Control,2024-03,17590,10,1759
Swargate,Animal Control,2024-04,37695,15,2513
Swargate,Animal Control,2024-05,139950,90,1555
Swargate,Animal Control,2024-06,28260,18,1570
Swargate,Animal Control,2024-07,177793,77,2309
Swargate,Animal Control,2024-08,159194,83,1918
Swargate,Animal Control,2024-09,22330,22,1015
Swargate,Animal Control,2024-10,105256,59,1784
Swargate,Animal Control,2024-11,92322,69,1338
Swargate,Animal Control,2024-12,65808,48,1371
Swargate,Construction Regulation Department,2024-01,22540,35,644
Swargate,Construction Regulation Department,2024-02,85342,71,1202
Swargate,Construction Regulation Department,2024-03,184882,97,1906
Swargate,Construction Regulation Department,2024-04,95400,45,2120
Swargate,Construction Regulation Department,2024-05,138462,47,2946
Swargate,Construction Regulation Department,2024-06,204820,70,2926
Swargate,Construction Regulation Department,2024-07,18636,12,1553
Swargate,Construction Regulation Department,2024-08,120893,53,2281
Swargate,Construction Regulation Department,2024-09,200410,98,2045
Swargate,Construction Regulation Department,2024-10,62250,30,2075
Swargate,Construction Regulation Department,2024-11,76095,45,1691
Swargate,Construction Regulation Department,2024-12,44104,37,1192
Karvenagar,Sanitation Department,2024-01,62907,39,1613
Karvenagar,Sanitation Department,2024-02,59500,28,2125
Karvenagar,Sanitation Department,2024-03,97458,37,2634
Karvenagar,Sanitation Department,2024-04,100836,36,2801
Karvenagar,Sanitation Department,2024-05,45738,66,693
Karvenagar,Sanitation Department,2024-06,19670,14,1405
Karvenagar,Sanitation Department,2024-07,146461,49,2989
Karvenagar,Sanitation Department,2024-08,100980,51,1980
Karvenagar,Sanitation Department,2024-09,73966,62,1193
Karvenagar,Sanitation Department,2024-10,216634,86,2519
Karvenagar,Sanitation Department,2024-11,78964,38,2078
Karvenagar,Sanitation Department,2024-12,155272,52,2986
Karvenagar,Water Supply Department,2024-01,141492,52,2721
Karvenagar,Water Supply Department,2024-02,186550,65,2870
Karvenagar,Water Supply Department,2024-03,80344,88,913
Karvenagar,Water Supply Department,2024-04,56161,71,791
Karvenagar,Water Supply Department,2024-05,93150,54,1725
Karvenagar,Water Supply Department,2024-06,105222,39,2698
Karvenagar,Water Supply Department,2024-07,90000,36,2500
Karvenagar,Water Supply Department,2024-08,107180,46,2330
Karvenagar,Water Supply Department,2024-09,132240,87,1520
Karvenagar,Water Supply Department,2024-10,51030,45,1134
Karvenagar,Water Supply Department,2024-11,106970,95,1126
Karvenagar,Water Supply Department,2024-12,47340,45,1052
Karvenagar,Electricity Board,2024-01,53025,75,707
Karvenagar,Electricity Board,2024-02,40595,23,1765
Karvenagar,Electricity Board,2024-03,228804,92,2487
Karvenagar,Electricity Board,2024-04,24557,13,1889
Karvenagar,Electricity Board,2024-05,72288,72,1004
Karvenagar,Electricity Board,2024-06,173824,64,2716
Karvenagar,Electricity Board,2024-07,203364,84,2421
Karvenagar,Electricity Board,2024-08,37406,59,634
Karvenagar,Electricity Board,2024-09,85492,67,1276
Karvenagar,Electricity Board,2024-10,24344,17,1432
Karvenagar,Electricity Board,2024-11,94620,95,996
Karvenagar,Electricity Board,2024-12,62537,23,2719
Karvenagar,Road Maintenance Department,2024-01,180327,93,1939
Karvenagar,Road Maintenance Department,2024-02,64962,27,2406
Karvenagar,Road Maintenance Department,2024-03,244530,95,2574
Karvenagar,Road Maintenance Department,2024-04,153272,56,2737
Karvenagar,Road Maintenance Department,2024-05,17034,6,2839
Karvenagar,Road Maintenance Department,2024-06,19375,31,625
Karvenagar,Road Maintenance Department,2024-07,181958,82,2219
Karvenagar,Road Maintenance Department,2024-08,28836,12,2403
Karvenagar,Road Maintenance Department,2024-09,131834,58,2273
Karvenagar,Road Maintenance Department,2024-10,144832,73,1984
Karvenagar,Road Maintenance Department,2024-11,115617,51,2267
Karvenagar,Road Maintenance Department,2024-12,92628,36,2573
Karvenagar,Environmental Control,2024-01,77850,45,1730
Karvenagar,Environmental Control,2024-02,21762,31,702
Karvenagar,Environmental Control,2024-03,47432,28,1694
Karvenagar,Environmental Control,2024-04,61026,21,2906
Karvenagar,Environmental Control,2024-05,68264,28,2438
Karvenagar,Environmental Control,2024-06,24430,35,698
Karvenagar,Environmental Control,2024-07,116229,43,2703
Karvenagar,Environmental Control,2024-08,12250,10,1225
Karvenagar,Environmental Control,2024-09,60099,23,2613
Karvenagar,Environmental Control,2024-10,125268,73,1716
Karvenagar,Environmental Control,2024-11,114720,40,2868
Karvenagar,Environmental Control,2024-12,133875,63,2125
Karvenagar,Traffic Police,2024-01,34840,65,536
Karvenagar,Traffic Police,2024-02,217987,77,2831
Karvenagar,Traffic Police,2024-03,149695,91,1645
Karvenagar,Traffic Police,2024-04,141500,100,1415
Karvenagar,Traffic Police,2024-05,70128,48,1461
Karvenagar,Traffic Police,2024-06,13472,16,842
Karvenagar,Traffic Police,2024-07,92232,63,1464
Karvenagar,Traffic Police,2024-08,64534,41,1574
Karvenagar,Traffic Police,2024-09,19296,9,2144
Karvenagar,Traffic Police,2024-10,99723,39,2557
Karvenagar,Traffic Police,2024-11,42366,69,614
Karvenagar,Traffic Police,2024-12,41743,19,2197
Karvenagar,Noise Regulation Department,2024-01,54072,36,1502
Karvenagar,Noise Regulation Department,2024-02,98550,90,1095
Karvenagar,Noise Regulation Department,2024-03,79893,27,2959
Karvenagar,Noise Regulation Department,2024-04,40000,64,625
Karvenagar,Noise Regulation Department,2024-05,163843,59,2777
Karvenagar,Noise Regulation Department,2024-06,18920,8,2365
Karvenagar,Noise Regulation Department,2024-07,59954,62,967
Karvenagar,Noise Regulation Department,2024-08,79800,42,1900
Karvenagar,Noise Regulation Department,2024-09,154560,56,2760
Karvenagar,Noise Regulation Department,2024-10,53888,64,842
Karvenagar,Noise Regulation Department,2024-11,52200,72,725
Karvenagar,Noise Regulation Department,2024-12,96096,84,1144
Karvenagar,Tree Plantation Authority,2024-01,47190,78,605
Karvenagar,Tree Plantation Authority,2024-02,126592,64,1978
Karvenagar,Tree Plantation Authority,2024-03,88688,46,1928
Karvenagar,Tree Plantation Authority,2024-04,55756,53,1052
Karvenagar,Tree Plantation Authority,2024-05,57255,33,1735
Karvenagar,Tree Plantation Authority,2024-06,237075,87,2725
Karvenagar,Tree Plantation Authority,2024-07,184500,90,2050
Karvenagar,Tree Plantation Authority,2024-08,153300,100,1533
Karvenagar,Tree Plantation Authority,2024-09,39984,48,833
Karvenagar,Tree Plantation Authority,2024-10,45504,18,2528
Karvenagar,Tree Plantation Authority,2024-11,42183,43,981
Karvenagar,Tree Plantation Authority,2024-12,231093,81,2853
Karvenagar,Animal Control,2024-01,65750,25,2630
Karvenagar,Animal Control,2024-02,89717,73,1229
Karvenagar,Animal Control,2024-03,6050,11,550
Karvenagar,Animal Control,2024-04,165480,56,2955
Karvenagar,Animal Control,2024-05,57257,31,1847
Karvenagar,Animal Control,2024-06,52022,38,1369
Karvenagar,Animal Control,2024-07,82288,74,1112
Karvenagar,Animal Control,2024-08,23408,44,532
Karvenagar,Animal Control,2024-09,74102,67,1106
Karvenagar,Animal Control,2024-10,86363,67,1289
Karvenagar,Animal Control,2024-11,43005,47,915
Karvenagar,Animal Control,2024-12,160170,57,2810
Karvenagar,Construction Regulation Department,2024-01,122360,70,1748
Karvenagar,Construction Regulation Department,2024-02,96536,44,2194
Karvenagar,Construction Regulation Department,2024-03,28732,22,1306
Karvenagar,Construction Regulation Department,2024-04,108306,99,1094
Karvenagar,Construction Regulation Department,2024-05,48972,53,924
Karvenagar,Construction Regulation Department,2024-06,62216,22,2828
Karvenagar,Construction Regulation Department,2024-07,39140,19,2060
Karvenagar,Construction Regulation Department,2024-08,33672,12,2806
Karvenagar,Construction Regulation Department,2024-09,27024,48,563
Karvenagar,Construction Regulation Department,2024-10,187920,72,2610
Karvenagar,Construction Regulation Department,2024-11,71946,63,1142
Karvenagar,Construction Regulation Department,2024-12,209420,74,2830
Kharadi,Sanitation Department,2024-01,36064,14,2576
Kharadi,Sanitation Department,2024-02,81576,72,1133
Kharadi,Sanitation Department,2024-03,133200,80,1665
Kharadi,Sanitation Department,2024-04,106784,94,1136
Kharadi,Sanitation Department,2024-05,29556,36,821
Kharadi,Sanitation Department,2024-06,144300,75,1924
Kharadi,Sanitation Department,2024-07,78880,32,2465
Kharadi,Sanitation Department,2024-08,70518,42,1679
Kharadi,Sanitation Department,2024-09,215920,80,2699
Kharadi,Sanitation Department,2024-10,8985,15,599
Kharadi,Sanitation Department,2024-11,113128,79,1432
Kharadi,Sanitation Department,2024-12,19025,25,761
Kharadi,Water Supply Department,2024-01,85536,48,1782
Kharadi,Water Supply Department,2024-02,18972,17,1116
Kharadi,Water Supply Department,2024-03,81936,36,2276
Kharadi,Water Supply Department,2024-04,110968,52,2134
Kharadi,Water Supply Department,2024-05,114648,68,1686
Kharadi,Water Supply Department,2024-06,15939,9,1771
Kharadi,Water Supply Department,2024-07,152488,56,2723
Kharadi,Water Supply Department,2024-08,196490,98,2005
Kharadi,Water Supply Department,2024-09,30828,14,2202
Kharadi,Water Supply Department,2024-10,65858,26,2533
Kharadi,Water Supply Department,2024-11,173325,75,2311
Kharadi,Water Supply Department,2024-12,41285,23,1795
Kharadi,Electricity Board,2024-01,57920,20,2896
Kharadi,Electricity Board,2024-02,54351,61,891
Kharadi,Electricity Board,2024-03,21630,30,721
Kharadi,Electricity Board,2024-04,66608,46,1448
Kharadi,Electricity Board,2024-05,167705,85,1973
Kharadi,Electricity Board,2024-06,50274,38,1323
Kharadi,Electricity Board,2024-07,54032,22,2456
Kharadi,Electricity Board,2024-08,116698,74,1577
Kharadi,Electricity Board,2024-09,68496,24,2854
Kharadi,Electricity Board,2024-10,9006,6,1501
Kharadi,Electricity Board,2024-11,55323,81,683
Kharadi,Electricity Board,2024-12,122460,60,2041
Kharadi,Road Maintenance Department,2024-01,5522,11,502
Kharadi,Road Maintenance Department,2024-02,18488,8,2311
Kharadi,Road Maintenance Department,2024-03,161376,82,1968
Kharadi,Road Maintenance Department,2024-04,168640,85,1984
Kharadi,Road Maintenance Department,2024-05,47817,27,1771
Kharadi,Road Maintenance Department,2024-06,34498,47,734
Kharadi,Road Maintenance Department,2024-07,232176,84,2764
Kharadi,Road Maintenance Department,2024-08,88040,62,1420
Kharadi,Road Maintenance Department,2024-09,125885,85,1481
Kharadi,Road Maintenance Department,2024-10,9955,5,1991
Kharadi,Road Maintenance Department,2024-11,297300,100,2973
Kharadi,Road Maintenance Department,2024-12,114171,57,2003
Kharadi,Environmental Control,2024-01,99072,48,2064
Kharadi,Environmental Control,2024-02,45333,27,1679
Kharadi,Environmental Control,2024-03,7176,6,1196
Kharadi,Environmental Control,2024-04,91755,45,2039
Kharadi,Environmental Control,2024-05,56524,52,1087
Kharadi,Environmental Control,2024-06,69615,85,819
Kharadi,Environmental Control,2024-07,125840,52,2420
Kharadi,Environmental Control,2024-08,103884,66,1574
Kharadi,Environmental Control,2024-09,113367,69,1643
Kharadi,Environmental Control,2024-10,88638,79,1122
Kharadi,Environmental Control,2024-11,9027,9,1003
Kharadi,Environmental Control,2024-12,142662,62,2301
Kharadi,Traffic Police,2024-01,64560,30,2152
Kharadi,Traffic Police,2024-02,30140,22,1370
Kharadi,Traffic Police,2024-03,24810,10,2481
Kharadi,Traffic Police,2024-04,142848,96,1488
Kharadi,Traffic Police,2024-05,142116,52,2733
Kharadi,Traffic Police,2024-06,72819,31,2349
Kharadi,Traffic Police,2024-07,102973,89,1157
Kharadi,Traffic Police,2024-08,202255,95,2129
Kharadi,Traffic Police,2024-09,143200,100,1432
Kharadi,Traffic Police,2024-10,28340,52,545
Kharadi,Traffic Police,2024-11,154176,88,1752
Kharadi,Traffic Police,2024-12,147735,63,2345
Kharadi,Noise Regulation Department,2024-01,15144,6,2524
Kharadi,Noise Regulation Department,2024-02,27776,14,1984
Kharadi,Noise Regulation Department,2024-03,155125,73,2125
Kharadi,Noise Regulation Department,2024-04,75654,54,1401
Kharadi,Noise Regulation Department,2024-05,69455,29,2395
Kharadi,Noise Regulation Department,2024-06,35770,49,730
Kharadi,Noise Regulation Department,2024-07,25830,18,1435
Kharadi,Noise Regulation Department,2024-08,85113,49,1737
Kharadi,Noise Regulation Department,2024-09,220077,99,2223
Kharadi,Noise Regulation Department,2024-10,10560,11,960
Kharadi,Noise Regulation Department,2024-11,29946,21,1426
Kharadi,Noise Regulation Department,2024-12,51444,18,2858
Kharadi,Tree Plantation Authority,2024-01,15348,6,2558
Kharadi,Tree Plantation Authority,2024-02,70343,91,773
Kharadi,Tree Plantation Authority,2024-03,107166,53,2022
Kharadi,Tree Plantation Authority,2024-04,145812,87,1676
Kharadi,Tree Plantation Authority,2024-05,75905,95,799
Kharadi,Tree Plantation Authority,2024-06,34104,14,2436
Kharadi,Tree Plantation Authority,2024-07,142296,84,1694
Kharadi,Tree Plantation Authority,2024-08,41078,19,2162
Kharadi,Tree Plantation Authority,2024-09,116700,75,1556
Kharadi,Tree Plantation Authority,2024-10,54696,43,1272
Kharadi,Tree Plantation Authority,2024-11,224796,78,2882
Kharadi,Tree Plantation Authority,2024-12,89792,92,976
Kharadi,Animal Control,2024-01,58110,26,2235
Kharadi,Animal Control,2024-02,162454,86,1889
Kharadi,Animal Control,2024-03,89426,61,1466
Kharadi,Animal Control,2024-04,15975,25,639
Kharadi,Animal Control,2024-05,45444,84,541
Kharadi,Animal Control,2024-06,90402,78,1159
Kharadi,Animal Control,2024-07,30856,14,2204
Kharadi,Animal Control,2024-08,86950,47,1850
Kharadi,Animal Control,2024-09,8372,13,644
Kharadi,Animal Control,2024-10,30822,11,2802
Kharadi,Animal Control,2024-11,41553,27,1539
Kharadi,Animal Control,2024-12,64130,22,2915
Kharadi,Construction Regulation Department,2024-01,93610,37,2530
Kharadi,Construction Regulation Department,2024-02,21054,33,638
Kharadi,Construction Regulation Department,2024-03,8435,5,1687
Kharadi,Construction Regulation Department,2024-04,123012,67,1836
Kharadi,Construction Regulation Department,2024-05,72336,48,1507
Kharadi,Construction Regulation Department,2024-06,74928,42,1784
Kharadi,Construction Regulation Department,2024-07,137560,76,1810
Kharadi,Construction Regulation Department,2024-08,72324,82,882
Kharadi,Construction Regulation Department,2024-09,167388,78,2146
Kharadi,Construction Regulation Department,2024-10,35952,16,2247
Kharadi,Construction Regulation Department,2024-11,130107,93,1399
Kharadi,Construction Regulation Department,2024-12,124700,58,2150
Baner,Sanitation Department,2024-01,142130,61,2330
Baner,Sanitation Department,2024-02,41856,48,872
Baner,Sanitation Department,2024-03,64944,82,792
Baner,Sanitation Department,2024-04,106165,85,1249
Baner,Sanitation Department,2024-05,19726,7,2818
Baner,Sanitation Department,2024-06,161025,57,2825
Baner,Sanitation Department,2024-07,138968,58,2396
Baner,Sanitation Department,2024-08,208713,87,2399
Baner,Sanitation Department,2024-09,199240,85,2344
Baner,Sanitation Department,2024-10,78053,89,877
Baner,Sanitation Department,2024-11,46110,29,1590
Baner,Sanitation Department,2024-12,54726,21,2606
Baner,Water Supply Department,2024-01,24928,41,608
Baner,Water Supply Department,2024-02,98494,37,2662
Baner,Water Supply Department,2024-03,157896,86,1836
Baner,Water Supply Department,2024-04,21099,13,1623
Baner,Water Supply Department,2024-05,100224,48,2088
Baner,Water Supply Department,2024-06,221949,91,2439
Baner,Water Supply Department,2024-07,171402,98,1749
Baner,Water Supply Department,2024-08,82434,66,1249
Baner,Water Supply Department,2024-09,117800,62,1900
Baner,Water Supply Department,2024-10,123951,79,1569
Baner,Water Supply Department,2024-11,34032,24,1418
Baner,Water Supply Department,2024-12,90423,51,1773
Baner,Electricity Board,2024-01,160758,78,2061
Baner,Electricity Board,2024-02,260395,95,2741
Baner,Electricity Board,2024-03,54528,64,852
Baner,Electricity Board,2024-04,41924,47,892
Baner,Electricity Board,2024-05,51810,55,942
Baner,Electricity Board,2024-06,118482,78,1519
Baner,Electricity Board,2024-07,210805,95,2219
Baner,Electricity Board,2024-08,184484,68,2713
Baner,Electricity Board,2024-09,266560,98,2720
Baner,Electricity Board,2024-10,31111,53,587
Baner,Electricity Board,2024-11,114664,44,2606
Baner,Electricity Board,2024-12,23254,22,1057
Baner,Road Maintenance Department,2024-01,106020,36,2945
Baner,Road Maintenance Department,2024-02,62062,77,806
Baner,Road Maintenance Department,2024-03,69420,60,1157
Baner,Road Maintenance Department,2024-04,70644,42,1682
Baner,Road Maintenance Department,2024-05,160237,77,2081
Baner,Road Maintenance Department,2024-06,6840,9,760
Baner,Road Maintenance Department,2024-07,221100,100,2211
Baner,Road Maintenance Department,2024-08,89536,32,2798
Baner,Road Maintenance Department,2024-09,28992,24,1208
Baner,Road Maintenance Department,2024-10,93350,50,1867
Baner,Road Maintenance Department,2024-11,107568,72,1494
Baner,Road Maintenance Department,2024-12,168245,95,1771
Baner,Environmental Control,2024-01,30264,12,2522
Baner,Environmental Control,2024-02,197432,92,2146
Baner,Environmental Control,2024-03,36896,16,2306
Baner,Environmental Control,2024-04,12996,19,684
Baner,Environmental Control,2024-05,157872,69,2288
Baner,Environmental Control,2024-06,116999,79,1481
Baner,Environmental Control,2024-07,165462,69,2398
Baner,Environmental Control,2024-08,51048,18,2836
Baner,Environmental Control,2024-09,81345,33,2465
Baner,Environmental Control,2024-10,86544,48,1803
Baner,Environmental Control,2024-11,65646,42,1563
Baner,Environmental Control,2024-12,230373,99,2327
Baner,Traffic Police,2024-01,139932,69,2028
Baner,Traffic Police,2024-02,74448,94,792
Baner,Traffic Police,2024-03,237780,90,2642
Baner,Traffic Police,2024-04,163009,77,2117
Baner,Traffic Police,2024-05,96669,69,1401
Baner,Traffic Police,2024-06,148736,56,2656
Baner,Traffic Police,2024-07,99891,99,1009
Baner,Traffic Police,2024-08,151898,53,2866
Baner,Traffic Police,2024-09,26940,30,898
Baner,Traffic Police,2024-10,71238,93,766
Baner,Traffic Police,2024-11,15966,9,1774
Baner,Traffic Police,2024-12,176940,60,2949
Baner,Noise Regulation Department,2024-01,50622,39,1298
Baner,Noise Regulation Department,2024-02,86016,56,1536
Baner,Noise Regulation Department,2024-03,116328,74,1572
Baner,Noise Regulation Department,2024-04,172280,73,2360
Baner,Noise Regulation Department,2024-05,17066,7,2438
Baner,Noise Regulation Department,2024-06,199335,97,2055
Baner,Noise Regulation Department,2024-07,64989,29,2241
Baner,Noise Regulation Department,2024-08,15708,6,2618
Baner,Noise Regulation Department,2024-09,12888,24,537
Baner,Noise Regulation Department,2024-10,180318,82,2199
Baner,Noise Regulation Department,2024-11,74120,34,2180
Baner,Noise Regulation Department,2024-12,54648,44,1242
Baner,Tree Plantation Authority,2024-01,86835,35,2481
Baner,Tree Plantation Authority,2024-02,123265,89,1385
Baner,Tree Plantation Authority,2024-03,98580,53,1860
Baner,Tree Plantation Authority,2024-04,25179,21,1199
Baner,Tree Plantation Authority,2024-05,32205,15,2147
Baner,Tree Plantation Authority,2024-06,24210,18,1345
Baner,Tree Plantation Authority,2024-07,127750,73,1750
Baner,Tree Plantation Authority,2024-08,120900,52,2325
Baner,Tree Plantation Authority,2024-09,139860,60,2331
Baner,Tree Plantation Authority,2024-10,23400,26,900
Baner,Tree Plantation Authority,2024-11,181056,96,1886
Baner,Tree Plantation Authority,2024-12,17120,8,2140
Baner,Animal Control,2024-01,119784,69,1736
Baner,Animal Control,2024-02,31914,54,591
Baner,Animal Control,2024-03,242474,82,2957
Baner,Animal Control,2024-04,69576,24,2899
Baner,Animal Control,2024-05,121044,77,1572
Baner,Animal Control,2024-06,14118,13,1086
Baner,Animal Control,2024-07,126334,86,1469
Baner,Animal Control,2024-08,67158,26,2583
Baner,Animal Control,2024-09,22525,25,901
Baner,Animal Control,2024-10,221942,83,2674
Baner,Animal Control,2024-11,63544,94,676
Baner,Animal Control,2024-12,43500,20,2175
Baner,Construction Regulation Department,2024-01,87542,37,2366
Baner,Construction Regulation Department,2024-02,58758,21,2798
Baner,Construction Regulation Department,2024-03,133584,88,1518
Baner,Construction Regulation Department,2024-04,7350,7,1050
Baner,Construction Regulation Department,2024-05,24585,33,745
Baner,Construction Regulation Department,2024-06,34808,19,1832
Baner,Construction Regulation Department,2024-07,189715,95,1997
Baner,Construction Regulation Department,2024-08,46480,70,664
Baner,Construction Regulation Department,2024-09,44720,16,2795
Baner,Construction Regulation Department,2024-10,57876,21,2756
Baner,Construction Regulation Department,2024-11,178480,97,1840
Baner,Construction Regulation Department,2024-12,40463,43,941
Aundh,Sanitation Department,2024-01,191466,66,2901
Aundh,Sanitation Department,2024-02,186144,96,1939
Aundh,Sanitation Department,2024-03,50403,53,951
Aundh,Sanitation Department,2024-04,117276,58,2022
Aundh,Sanitation Department,2024-05,33156,27,1228
Aundh,Sanitation Department,2024-06,93324,33,2828
Aundh,Sanitation Department,2024-07,110446,49,2254
Aundh,Sanitation Department,2024-08,27405,29,945
Aundh,Sanitation Department,2024-09,34620,15,2308
Aundh,Sanitation Department,2024-10,7215,5,1443
Aundh,Sanitation Department,2024-11,67788,63,1076
Aundh,Sanitation Department,2024-12,52704,18,2928
Aundh,Water Supply Department,2024-01,50922,54,943
Aundh,Water Supply Department,2024-02,67550,25,2702
Aundh,Water Supply Department,2024-03,54990,78,705
Aundh,Water Supply Department,2024-04,167104,64,2611
Aundh,Water Supply Department,2024-05,147975,75,1973
Aundh,Water Supply Department,2024-06,153672,76,2022
Aundh,Water Supply Department,2024-07,146705,61,2405
Aundh,Water Supply Department,2024-08,54868,44,1247
Aundh,Water Supply Department,2024-09,7980,7,1140
Aundh,Water Supply Department,2024-10,77050,46,1675
Aundh,Water Supply Department,2024-11,121290,78,1555
Aundh,Water Supply Department,2024-12,35014,61,574
Aundh,Electricity Board,2024-01,51887,89,583
Aundh,Electricity Board,2024-02,124526,58,2147
Aundh,Electricity Board,2024-03,207483,97,2139
Aundh,Electricity Board,2024-04,105504,42,2512
Aundh,Electricity Board,2024-05,255697,89,2873
Aundh,Electricity Board,2024-06,3190,5,638
Aundh,Electricity Board,2024-07,188991,83,2277
Aundh,Electricity Board,2024-08,40220,20,2011
Aundh,Electricity Board,2024-09,57888,67,864
Aundh,Electricity Board,2024-10,45312,48,944
Aundh,Electricity Board,2024-11,110630,37,2990
Aundh,Electricity Board,2024-12,22231,11,2021
Aundh,Road Maintenance Department,2024-01,82048,32,2564
Aundh,Road Maintenance Department,2024-02,218960,92,2380
Aundh,Road Maintenance Department,2024-03,75474,42,1797
Aundh,Road Maintenance Department,2024-04,30856,38,812
Aundh,Road Maintenance Department,2024-05,151085,67,2255
Aundh,Road Maintenance Department,2024-06,58784,32,1837
Aundh,Road Maintenance Department,2024-07,156712,76,2062
Aundh,Road Maintenance Department,2024-08,91035,63,1445
Aundh,Road Maintenance Department,2024-09,8640,15,576
Aundh,Road Maintenance Department,2024-10,125001,57,2193
Aundh,Road Maintenance Department,2024-11,138312,68,2034
Aundh,Road Maintenance Department,2024-12,170017,73,2329
Aundh,Environmental Control,2024-01,55380,78,710
Aundh,Environmental Control,2024-02,60928,32,1904
Aundh,Environmental Control,2024-03,66176,44,1504
Aundh,Environmental Control,2024-04,89400,50,1788
Aundh,Environmental Control,2024-05,60648,57,1064
Aundh,Environmental Control,2024-06,71145,27,2635
Aundh,Environmental Control,2024-07,74624,44,1696
Aundh,Environmental Control,2024-08,30039,57,527
Aundh,Environmental Control,2024-09,125796,66,1906
Aundh,Environmental Control,2024-10,47056,34,1384
Aundh,Environmental Control,2024-11,24541,11,2231
Aundh,Environmental Control,2024-12,31760,40,794
Aundh,Traffic Police,2024-01,82950,50,1659
Aundh,Traffic Police,2024-02,29400,30,980
Aundh,Traffic Police,2024-03,115515,85,1359
Aundh,Traffic Police,2024-04,76320,32,2385
Aundh,Traffic Police,2024-05,63175,35,1805
Aundh,Traffic Police,2024-06,143940,60,2399
Aundh,Traffic Police,2024-07,106695,45,2371
Aundh,Traffic Police,2024-08,220320,80,2754
Aundh,Traffic Police,2024-09,69300,75,924
Aundh,Traffic Police,2024-10,95974,94,1021
Aundh,Traffic Police,2024-11,80808,37,2184
Aundh,Traffic Police,2024-12,97150,67,1450
Aundh,Noise Regulation Department,2024-01,132675,61,2175
Aundh,Noise Regulation Department,2024-02,81252,74,1098
Aundh,Noise Regulation Department,2024-03,135730,49,2770
Aundh,Noise Regulation Department,2024-04,103526,37,2798
Aundh,Noise Regulation Department,2024-05,34999,31,1129
Aundh,Noise Regulation Department,2024-06,50424,66,764
Aundh,Noise Regulation Department,2024-07,112132,68,1649
Aundh,Noise Regulation Department,2024-08,277046,98,2827
Aundh,Noise Regulation Department,2024-09,136400,50,2728
Aundh,Noise Regulation Department,2024-10,52290,63,830
Aundh,Noise Regulation Department,2024-11,13065,13,1005
Aundh,Noise Regulation Department,2024-12,42945,21,2045
Aundh,Tree Plantation Authority,2024-01,32164,11,2924
Aundh,Tree Plantation Authority,2024-02,285024,96,2969
Aundh,Tree Plantation Authority,2024-03,24570,18,1365
Aundh,Tree Plantation Authority,2024-04,8125,13,625
Aundh,Tree Plantation Authority,2024-05,23868,26,918
Aundh,Tree Plantation Authority,2024-06,47264,32,1477
Aundh,Tree Plantation Authority,2024-07,81354,42,1937
Aundh,Tree Plantation Authority,2024-08,53965,43,1255
Aundh,Tree Plantation Authority,2024-09,26250,50,525
Aundh,Tree Plantation Authority,2024-10,14360,5,2872
Aundh,Tree Plantation Authority,2024-11,80997,57,1421
Aundh,Tree Plantation Authority,2024-12,60352,23,2624
Aundh,Animal Control,2024-01,16835,7,2405
Aundh,Animal Control,2024-02,49266,51,966
Aundh,Animal Control,2024-03,76401,39,1959
Aundh,Animal Control,2024-04,27148,44,617
