area,department,month,total_spent,complaints_handled,avg_cost
Camp,Urban Forestry and Landscaping Department,2024-12,47968,32,1499
Camp,Animal Control and Welfare Department,2024-01,96900,75,1292
Camp,Animal Control and Welfare Department,2024-02,139104,96,1449
Camp,Animal Control and Welfare Department,2024-03,77952,84,928
Camp,Animal Control and Welfare Department,2024-04,96192,96,1002
Camp,Animal Control and Welfare Department,2024-05,53838,27,1994
Camp,Animal Control and Welfare Department,2024-06,90190,58,1555
Camp,Animal Control and Welfare Department,2024-07,243432,92,2646
Camp,Animal Control and Welfare Department,2024-08,43806,49,894
Camp,Animal Control and Welfare Department,2024-09,52550,25,2102
Camp,Animal Control and Welfare Department,2024-10,8440,8,1055
Camp,Animal Control and Welfare Department,2024-11,122284,76,1609
Camp,Animal Control and Welfare Department,2024-12,122625,45,2725
Camp,Sewerage and Drainage Department,2024-01,26586,21,1266
Camp,Sewerage and Drainage Department,2024-02,179205,65,2757
Camp,Sewerage and Drainage Department,2024-03,133500,100,1335
Camp,Sewerage and Drainage Department,2024-04,68922,63,1094
Camp,Sewerage and Drainage Department,2024-05,7075,5,1415
Camp,Sewerage and Drainage Department,2024-06,67452,44,1533
Camp,Sewerage and Drainage Department,2024-07,151632,81,1872
Camp,Sewerage and Drainage Department,2024-08,152019,63,2413
Camp,Sewerage and Drainage Department,2024-09,30058,38,791
Camp,Sewerage and Drainage Department,2024-10,75919,79,961
Camp,Sewerage and Drainage Department,2024-11,46260,30,1542
Camp,Sewerage and Drainage Department,2024-12,86590,70,1237
Swargate,Municipal Waste Management Department,2024-01,38398,73,526
Swargate,Municipal Waste Management Department,2024-02,48008,34,1412
Swargate,Municipal Waste Management Department,2024-03,78516,54,1454
Swargate,Municipal Waste Management Department,2024-04,63812,28,2279
Swargate,Municipal Waste Management Department,2024-05,144180,60,2403
Swargate,Municipal Waste Management Department,2024-06,37656,24,1569
Swargate,Municipal Waste Management Department,2024-07,33500,20,1675
Swargate,Municipal Waste Management Department,2024-08,70416,48,1467
Swargate,Municipal Waste Management Department,2024-09,210300,100,2103
Swargate,Municipal Waste Management Department,2024-10,42032,16,2627
Swargate,Municipal Waste Management Department,2024-11,103640,40,2591
Swargate,Municipal Waste Management Department,2024-12,6040,10,604
Swargate,Water Supply and Sanitation Department,2024-01,110694,38,2913
Swargate,Water Supply and Sanitation Department,2024-02,44646,42,1063
Swargate,Water Supply and Sanitation Department,2024-03,168448,64,2632
Swargate,Water Supply and Sanitation Department,2024-04,63432,72,881
Swargate,Water Supply and Sanitation Department,2024-05,190070,83,2290
Swargate,Water Supply and Sanitation Department,2024-06,54431,53,1027
Swargate,Water Supply and Sanitation Department,2024-07,39520,38,1040
Swargate,Water Supply and Sanitation Department,2024-08,160815,71,2265
Swargate,Water Supply and Sanitation Department,2024-09,29146,19,1534
Swargate,Water Supply and Sanitation Department,2024-10,29568,28,1056
Swargate,Water Supply and Sanitation Department,2024-11,52294,22,2377
Swargate,Water Supply and Sanitation Department,2024-12,15136,22,688
Swargate,Electricity Distribution Department,2024-01,24864,16,1554
Swargate,Electricity Distribution Department,2024-02,169320,68,2490
Swargate,Electricity Distribution Department,2024-03,97656,52,1878
Swargate,Electricity Distribution Department,2024-04,14944,16,934
Swargate,Electricity Distribution Department,2024-05,13704,8,1713
Swargate,Electricity Distribution Department,2024-06,21376,16,1336
Swargate,Electricity Distribution Department,2024-07,118692,54,2198
Swargate,Electricity Distribution Department,2024-08,202288,94,2152
Swargate,Electricity Distribution Department,2024-09,52104,24,2171
Swargate,Electricity Distribution Department,2024-10,114480,54,2120
Swargate,Electricity Distribution Department,2024-11,37917,33,1149
Swargate,Electricity Distribution Department,2024-12,135711,51,2661
Swargate,Public Works Department,2024-01,43408,16,2713
Swargate,Public Works Department,2024-02,125292,53,2364
Swargate,Public Works Department,2024-03,58466,31,1886
Swargate,Public Works Department,2024-04,102672,92,1116
Swargate,Public Works Department,2024-05,14150,5,2830
Swargate,Public Works Department,2024-06,174590,65,2686
Swargate,Public Works Department,2024-07,12516,7,1788
Swargate,Public Works Department,2024-08,139944,51,2744
Swargate,Public Works Department,2024-09,182218,62,2939
Swargate,Public Works Department,2024-10,47136,48,982
Swargate,Public Works Department,2024-11,50518,58,871
Swargate,Public Works Department,2024-12,31785,13,2445
Swargate,Environmental Protection Department,2024-01,120200,100,1202
Swargate,Environmental Protection Department,2024-02,277226,97,2858
Swargate,Environmental Protection Department,2024-03,52383,19,2757
Swargate,Environmental Protection Department,2024-04,92160,40,2304
Swargate,Environmental Protection Department,2024-05,209610,85,2466
Swargate,Environmental Protection Department,2024-06,269660,97,2780
Swargate,Environmental Protection Department,2024-07,117432,56,2097
Swargate,Environmental Protection Department,2024-08,24648,24,1027
Swargate,Environmental Protection Department,2024-09,103110,35,2946
Swargate,Environmental Protection Department,2024-10,251163,99,2537
Swargate,Environmental Protection Department,2024-11,124542,99,1258
Swargate,Environmental Protection Department,2024-12,197680,80,2471
Swargate,Traffic and Transportation Department,2024-01,135216,54,2504
Swargate,Traffic and Transportation Department,2024-02,26868,12,2239
Swargate,Traffic and Transportation Department,2024-03,96832,89,1088
Swargate,Traffic and Transportation Department,2024-04,72900,75,972
Swargate,Traffic and Transportation Department,2024-05,39000,65,600
Swargate,Traffic and Transportation Department,2024-06,150241,91,1651
Swargate,Traffic and Transportation Department,2024-07,20472,24,853
Swargate,Traffic and Transportation Department,2024-08,53790,33,1630
Swargate,Traffic and Transportation Department,2024-09,102512,43,2384
Swargate,Traffic and Transportation Department,2024-10,48983,61,803
Swargate,Traffic and Transportation Department,2024-11,49049,91,539
Swargate,Traffic and Transportation Department,2024-12,4568,8,571
Swargate,Environmental Protection Department,2024-01,29682,18,1649
Swargate,Environmental Protection Department,2024-02,37796,44,859
Swargate,Environmental Protection Department,2024-03,8886,6,1481
Swargate,Environmental Protection Department,2024-04,167040,72,2320
Swargate,Environmental Protection Department,2024-05,121508,74,1642
Swargate,Environmental Protection Department,2024-06,109268,59,1852
Swargate,Environmental Protection Department,2024-07,146761,97,1513
Swargate,Environmental Protection Department,2024-08,35612,58,614
Swargate,Environmental Protection Department,2024-09,88374,33,2678
Swargate,Environmental Protection Department,2024-10,63046,58,1087
Swargate,Environmental Protection Department,2024-11,170956,79,2164
Swargate,Environmental Protection Department,2024-12,282624,96,2944
Swargate,Urban Forestry and Landscaping Department,2024-01,129732,57,2276
Swargate,Urban Forestry and Landscaping Department,2024-02,66143,77,859
Swargate,Urban Forestry and Landscaping Department,2024-03,18853,17,1109
Swargate,Urban Forestry and Landscaping Department,2024-04,36808,43,856
Swargate,Urban Forestry and Landscaping Department,2024-05,260550,90,2895
Swargate,Urban Forestry and Landscaping Department,2024-06,52812,36,1467
Swargate,Urban Forestry and Landscaping Department,2024-07,37136,44,844
Swargate,Urban Forestry and Landscaping Department,2024-08,158424,56,2829
Swargate,Urban Forestry and Landscaping Department,2024-09,104652,76,1377
Swargate,Urban Forestry and Landscaping Department,2024-10,145521,69,2109
Swargate,Urban Forestry and Landscaping Department,2024-11,99456,48,2072
Swargate,Urban Forestry and Landscaping Department,2024-12,27840,32,870
Swargate,Animal Control and Welfare Department,2024-01,96690,33,2930
Swargate,Animal Control and Welfare Department,2024-02,72996,79,924
Swargate,Animal Control and Welfare Department,2024-03,17590,10,1759
Swargate,Animal Control and Welfare Department,2024-04,37695,15,2513
Swargate,Animal Control and Welfare Department,2024-05,139950,90,1555
Swargate,Animal Control and Welfare Department,2024-06,28260,18,1570
Swargate,Animal Control and Welfare Department,2024-07,177793,77,2309
Swargate,Animal Control and Welfare Department,2024-08,159194,83,1918
Swargate,Animal Control and Welfare Department,2024-09,22330,22,1015
Swargate,Animal Control and Welfare Department,2024-10,105256,59,1784
Swargate,Animal Control and Welfare Department,2024-11,92322,69,1338
Swargate,Animal Control and Welfare Department,2024-12,65808,48,1371
Swargate,Sewerage and Drainage Department,2024-01,22540,35,644
Swargate,Sewerage and Drainage Department,2024-02,85342,71,1202
Swargate,Sewerage and Drainage Department,2024-03,184882,97,1906
Swargate,Sewerage and Drainage Department,2024-04,95400,45,2120
Swargate,Sewerage and Drainage Department,2024-05,138462,47,2946
Swargate,Sewerage and Drainage Department,2024-06,204820,70,2926
Swargate,Sewerage and Drainage Department,2024-07,18636,12,1553
Swargate,Sewerage and Drainage Department,2024-08,120893,53,2281
Swargate,Sewerage and Drainage Department,2024-09,200410,98,2045
Swargate,Sewerage and Drainage Department,2024-10,62250,30,2075
Swargate,Sewerage and Drainage Department,2024-11,76095,45,1691
Swargate,Sewerage and Drainage Department,2024-12,44104,37,1192
Karvenagar,Municipal Waste Management Department,2024-01,62907,39,1613
Karvenagar,Municipal Waste Management Department,2024-02,59500,28,2125
Karvenagar,Municipal Waste Management Department,2024-03,97458,37,2634
Karvenagar,Municipal Waste Management Department,2024-04,100836,36,2801
Karvenagar,Municipal Waste Management Department,2024-05,45738,66,693
Karvenagar,Municipal Waste Management Department,2024-06,19670,14,1405
Karvenagar,Municipal Waste Management Department,2024-07,146461,49,2989
Karvenagar,Municipal Waste Management Department,2024-08,100980,51,1980
Karvenagar,Municipal Waste Management Department,2024-09,73966,62,1193
Karvenagar,Municipal Waste Management Department,2024-10,216634,86,2519
Karvenagar,Municipal Waste Management Department,2024-11,78964,38,2078
Karvenagar,Municipal Waste Management Department,2024-12,155272,52,2986
Karvenagar,Water Supply and Sanitation Department,2024-01,141492,52,2721
Karvenagar,Water Supply and Sanitation Department,2024-02,186550,65,2870
Karvenagar,Water Supply and Sanitation Department,2024-03,80344,88,913
Karvenagar,Water Supply and Sanitation Department,2024-04,56161,71,791
Karvenagar,Water Supply and Sanitation Department,2024-05,93150,54,1725
Karvenagar,Water Supply and Sanitation Department,2024-06,105222,39,2698
Karvenagar,Water Supply and Sanitation Department,2024-07,90000,36,2500
Karvenagar,Water Supply and Sanitation Department,2024-08,107180,46,2330
Karvenagar,Water Supply and Sanitation Department,2024-09,132240,87,1520
Karvenagar,Water Supply and Sanitation Department,2024-10,51030,45,1134
Karvenagar,Water Supply and Sanitation Department,2024-11,106970,95,1126
Karvenagar,Water Supply and Sanitation Department,2024-12,47340,45,1052
Karvenagar,Electricity Distribution Department,2024-01,53025,75,707
Karvenagar,Electricity Distribution Department,2024-02,40595,23,1765
Karvenagar,Electricity Distribution Department,2024-03,228804,92,2487
Karvenagar,Electricity Distribution Department,2024-04,24557,13,1889
Karvenagar,Electricity Distribution Department,2024-05,72288,72,1004
Karvenagar,Electricity Distribution Department,2024-06,173824,64,2716
Karvenagar,Electricity Distribution Department,2024-07,203364,84,2421
Karvenagar,Electricity Distribution Department,2024-08,37406,59,634
Karvenagar,Electricity Distribution Department,2024-09,85492,67,1276
Karvenagar,Electricity Distribution Department,2024-10,24344,17,1432
Karvenagar,Electricity Distribution Department,2024-11,94620,95,996
Karvenagar,Electricity Distribution Department,2024-12,62537,23,2719
Karvenagar,Public Works Department,2024-01,180327,93,1939
Karvenagar,Public Works Department,2024-02,64962,27,2406
Karvenagar,Public Works Department,2024-03,244530,95,2574
Karvenagar,Public Works Department,2024-04,153272,56,2737
Karvenagar,Public Works Department,2024-05,17034,6,2839
Karvenagar,Public Works Department,2024-06,19375,31,625
Karvenagar,Public Works Department,2024-07,181958,82,2219
Karvenagar,Public Works Department,2024-08,28836,12,2403
Karvenagar,Public Works Department,2024-09,131834,58,2273
Karvenagar,Public Works Department,2024-10,144832,73,1984
Karvenagar,Public Works Department,2024-11,115617,51,2267
Karvenagar,Public Works Department,2024-12,92628,36,2573
Karvenagar,Environmental Protection Department,2024-01,77850,45,1730
Karvenagar,Environmental Protection Department,2024-02,21762,31,702
Karvenagar,Environmental Protection Department,2024-03,47432,28,1694
Karvenagar,Environmental Protection Department,2024-04,61026,21,2906
Karvenagar,Environmental Protection Department,2024-05,68264,28,2438
Karvenagar,Environmental Protection Department,2024-06,24430,35,698
Karvenagar,Environmental Protection Department,2024-07,116229,43,2703
Karvenagar,Environmental Protection Department,2024-08,12250,10,1225
Karvenagar,Environmental Protection Department,2024-09,60099,23,2613
Karvenagar,Environmental Protection Department,2024-10,125268,73,1716
Karvenagar,Environmental Protection Department,2024-11,114720,40,2868
Karvenagar,Environmental Protection Department,2024-12,133875,63,2125
Karvenagar,Traffic and Transportation Department,2024-01,34840,65,536
Karvenagar,Traffic and Transportation Department,2024-02,217987,77,2831
Karvenagar,Traffic and Transportation Department,2024-03,149695,91,1645
Karvenagar,Traffic and Transportation Department,2024-04,141500,100,1415
Karvenagar,Traffic and Transportation Department,2024-05,70128,48,1461
Karvenagar,Traffic and Transportation Department,2024-06,13472,16,842
Karvenagar,Traffic and Transportation Department,2024-07,92232,63,1464
Karvenagar,Traffic and Transportation Department,2024-08,64534,41,1574
Karvenagar,Traffic and Transportation Department,2024-09,19296,9,2144
Karvenagar,Traffic and Transportation Department,2024-10,99723,39,2557
Karvenagar,Traffic and Transportation Department,2024-11,42366,69,614
Karvenagar,Traffic and Transportation Department,2024-12,41743,19,2197
Karvenagar,Environmental Protection Department,2024-01,54072,36,1502
Karvenagar,Environmental Protection Department,2024-02,98550,90,1095
Karvenagar,Environmental Protection Department,2024-03,79893,27,2959
Karvenagar,Environmental Protection Department,2024-04,40000,64,625
Karvenagar,Environmental Protection Department,2024-05,163843,59,2777
Karvenagar,Environmental Protection Department,2024-06,18920,8,2365
Karvenagar,Environmental Protection Department,2024-07,59954,62,967
Karvenagar,Environmental Protection Department,2024-08,79800,42,1900
Karvenagar,Environmental Protection Department,2024-09,154560,56,2760
Karvenagar,Environmental Protection Department,2024-10,53888,64,842
Karvenagar,Environmental Protection Department,2024-11,52200,72,725
Karvenagar,Environmental Protection Department,2024-12,96096,84,1144
Karvenagar,Urban Forestry and Landscaping Department,2024-01,47190,78,605
Karvenagar,Urban Forestry and Landscaping Department,2024-02,126592,64,1978
Karvenagar,Urban Forestry and Landscaping Department,2024-03,88688,46,1928
Karvenagar,Urban Forestry and Landscaping Department,2024-04,55756,53,1052
Karvenagar,Urban Forestry and Landscaping Department,2024-05,57255,33,1735
Karvenagar,Urban Forestry and Landscaping Department,2024-06,237075,87,2725
Karvenagar,Urban Forestry and Landscaping Department,2024-07,184500,90,2050
Karvenagar,Urban Forestry and Landscaping Department,2024-08,153300,100,1533
Karvenagar,Urban Forestry and Landscaping Department,2024-09,39984,48,833
Karvenagar,Urban Forestry and Landscaping Department,2024-10,45504,18,2528
Karvenagar,Urban Forestry and Landscaping Department,2024-11,42183,43,981
Karvenagar,Urban Forestry and Landscaping Department,2024-12,231093,81,2853
Karvenagar,Animal Control and Welfare Department,2024-01,65750,25,2630
Karvenagar,Animal Control and Welfare Department,2024-02,89717,73,1229
Karvenagar,Animal Control and Welfare Department,2024-03,6050,11,550
Karvenagar,Animal Control and Welfare Department,2024-04,165480,56,2955
Karvenagar,Animal Control and Welfare Department,2024-05,57257,31,1847
Karvenagar,Animal Control and Welfare Department,2024-06,52022,38,1369
Karvenagar,Animal Control and Welfare Department,2024-07,82288,74,1112
Karvenagar,Animal Control and Welfare Department,2024-08,23408,44,532
Karvenagar,Animal Control and Welfare Department,2024-09,74102,67,1106
Karvenagar,Animal Control and Welfare Department,2024-10,86363,67,1289
Karvenagar,Animal Control and Welfare Department,2024-11,43005,47,915
Karvenagar,Animal Control and Welfare Department,2024-12,160170,57,2810
Karvenagar,Sewerage and Drainage Department,2024-01,122360,70,1748
Karvenagar,Sewerage and Drainage Department,2024-02,96536,44,2194
Karvenagar,Sewerage and Drainage Department,2024-03,28732,22,1306
Karvenagar,Sewerage and Drainage Department,2024-04,108306,99,1094
Karvenagar,Sewerage and Drainage Department,2024-05,48972,53,924
Karvenagar,Sewerage and Drainage Department,2024-06,62216,22,2828
Karvenagar,Sewerage and Drainage Department,2024-07,39140,19,2060
Karvenagar,Sewerage and Drainage Department,2024-08,33672,12,2806
Karvenagar,Sewerage and Drainage Department,2024-09,27024,48,563
Karvenagar,Sewerage and Drainage Department,2024-10,187920,72,2610
Karvenagar,Sewerage and Drainage Department,2024-11,71946,63,1142
Karvenagar,Sewerage and Drainage Department,2024-12,209420,74,2830
Kharadi,Municipal Waste Management Department,2024-01,36064,14,2576
Kharadi,Municipal Waste Management Department,2024-02,81576,72,1133
Kharadi,Municipal Waste Management Department,2024-03,133200,80,1665
Kharadi,Municipal Waste Management Department,2024-04,106784,94,1136
Kharadi,Municipal Waste Management Department,2024-05,29556,36,821
Kharadi,Municipal Waste Management Department,2024-06,144300,75,1924
Kharadi,Municipal Waste Management Department,2024-07,78880,32,2465
Kharadi,Municipal Waste Management Department,2024-08,70518,42,1679
Kharadi,Municipal Waste Management Department,2024-09,215920,80,2699
Kharadi,Municipal Waste Management Department,2024-10,8985,15,599
Kharadi,Municipal Waste Management Department,2024-11,113128,79,1432
Kharadi,Municipal Waste Management Department,2024-12,19025,25,761
Kharadi,Water Supply and Sanitation Department,2024-01,85536,48,1782
Kharadi,Water Supply and Sanitation Department,2024-02,18972,17,1116
Kharadi,Water Supply and Sanitation Department,2024-03,81936,36,2276
Kharadi,Water Supply and Sanitation Department,2024-04,110968,52,2134
Kharadi,Water Supply and Sanitation Department,2024-05,114648,68,1686
Kharadi,Water Supply and Sanitation Department,2024-06,15939,9,1771
Kharadi,Water Supply and Sanitation Department,2024-07,152488,56,2723
Kharadi,Water Supply and Sanitation Department,2024-08,196490,98,2005
Kharadi,Water Supply and Sanitation Department,2024-09,30828,14,2202
Kharadi,Water Supply and Sanitation Department,2024-10,65858,26,2533
Kharadi,Water Supply and Sanitation Department,2024-11,173325,75,2311
Kharadi,Water Supply and Sanitation Department,2024-12,41285,23,1795
Kharadi,Electricity Distribution Department,2024-01,57920,20,2896
Kharadi,Electricity Distribution Department,2024-02,54351,61,891
Kharadi,Electricity Distribution Department,2024-03,21630,30,721
Kharadi,Electricity Distribution Department,2024-04,66608,46,1448
Kharadi,Electricity Distribution Department,2024-05,167705,85,1973
Kharadi,Electricity Distribution Department,2024-06,50274,38,1323
Kharadi,Electricity Distribution Department,2024-07,54032,22,2456
Kharadi,Electricity Distribution Department,2024-08,116698,74,1577
Kharadi,Electricity Distribution Department,2024-09,68496,24,2854
Kharadi,Electricity Distribution Department,2024-10,9006,6,1501
Kharadi,Electricity Distribution Department,2024-11,55323,81,683
Kharadi,Electricity Distribution Department,2024-12,122460,60,2041
Kharadi,Public Works Department,2024-01,5522,11,502
Kharadi,Public Works Department,2024-02,18488,8,2311
Kharadi,Public Works Department,2024-03,161376,82,1968
Kharadi,Public Works Department,2024-04,168640,85,1984
Kharadi,Public Works Department,2024-05,47817,27,1771
Kharadi,Public Works Department,2024-06,34498,47,734
Kharadi,Public Works Department,2024-07,232176,84,2764
Kharadi,Public Works Department,2024-08,88040,62,1420
Kharadi,Public Works Department,2024-09,125885,85,1481
Kharadi,Public Works Department,2024-10,9955,5,1991
Kharadi,Public Works Department,2024-11,297300,100,2973
Kharadi,Public Works Department,2024-12,114171,57,2003
Kharadi,Environmental Protection Department,2024-01,99072,48,2064
Kharadi,Environmental Protection Department,2024-02,45333,27,1679
Kharadi,Environmental Protection Department,2024-03,7176,6,1196
Kharadi,Environmental Protection Department,2024-04,91755,45,2039
Kharadi,Environmental Protection Department,2024-05,56524,52,1087
Kharadi,Environmental Protection Department,2024-06,69615,85,819
Kharadi,Environmental Protection Department,2024-07,125840,52,2420
Kharadi,Environmental Protection Department,2024-08,103884,66,1574
Kharadi,Environmental Protection Department,2024-09,113367,69,1643
Kharadi,Environmental Protection Department,2024-10,88638,79,1122
Kharadi,Environmental Protection Department,2024-11,9027,9,1003
Kharadi,Environmental Protection Department,2024-12,142662,62,2301
Kharadi,Traffic and Transportation Department,2024-01,64560,30,2152
Kharadi,Traffic and Transportation Department,2024-02,30140,22,1370
Kharadi,Traffic and Transportation Department,2024-03,24810,10,2481
Kharadi,Traffic and Transportation Department,2024-04,142848,96,1488
Kharadi,Traffic and Transportation Department,2024-05,142116,52,2733
Kharadi,Traffic and Transportation Department,2024-06,72819,31,2349
Kharadi,Traffic and Transportation Department,2024-07,102973,89,1157
Kharadi,Traffic and Transportation Department,2024-08,202255,95,2129
Kharadi,Traffic and Transportation Department,2024-09,143200,100,1432
Kharadi,Traffic and Transportation Department,2024-10,28340,52,545
Kharadi,Traffic and Transportation Department,2024-11,154176,88,1752
Kharadi,Traffic and Transportation Department,2024-12,147735,63,2345
Kharadi,Environmental Protection Department,2024-01,15144,6,2524
Kharadi,Environmental Protection Department,2024-02,27776,14,1984
Kharadi,Environmental Protection Department,2024-03,155125,73,2125
Kharadi,Environmental Protection Department,2024-04,75654,54,1401
Kharadi,Environmental Protection Department,2024-05,69455,29,2395
Kharadi,Environmental Protection Department,2024-06,35770,49,730
Kharadi,Environmental Protection Department,2024-07,25830,18,1435
Kharadi,Environmental Protection Department,2024-08,85113,49,1737
Kharadi,Environmental Protection Department,2024-09,220077,99,2223
Kharadi,Environmental Protection Department,2024-10,10560,11,960
Kharadi,Environmental Protection Department,2024-11,29946,21,1426
Kharadi,Environmental Protection Department,2024-12,51444,18,2858
Kharadi,Urban Forestry and Landscaping Department,2024-01,15348,6,2558
Kharadi,Urban Forestry and Landscaping Department,2024-02,70343,91,773
Kharadi,Urban Forestry and Landscaping Department,2024-03,107166,53,2022
Kharadi,Urban Forestry and Landscaping Department,2024-04,145812,87,1676
Kharadi,Urban Forestry and Landscaping Department,2024-05,75905,95,799
Kharadi,Urban Forestry and Landscaping Department,2024-06,34104,14,2436
Kharadi,Urban Forestry and Landscaping Department,2024-07,142296,84,1694
Kharadi,Urban Forestry and Landscaping Department,2024-08,41078,19,2162
Kharadi,Urban Forestry and Landscaping Department,2024-09,116700,75,1556
Kharadi,Urban Forestry and Landscaping Department,2024-10,54696,43,1272
Kharadi,Urban Forestry and Landscaping Department,2024-11,224796,78,2882
Kharadi,Urban Forestry and Landscaping Department,2024-12,89792,92,976
Kharadi,Animal Control and Welfare Department,2024-01,58110,26,2235
Kharadi,Animal Control and Welfare Department,2024-02,162454,86,1889
Kharadi,Animal Control and Welfare Department,2024-03,89426,61,1466
Kharadi,Animal Control and Welfare Department,2024-04,15975,25,639
Kharadi,Animal Control and Welfare Department,2024-05,45444,84,541
Kharadi,Animal Control and Welfare Department,2024-06,90402,78,1159
Kharadi,Animal Control and Welfare Department,2024-07,30856,14,2204
Kharadi,Animal Control and Welfare Department,2024-08,86950,47,1850
Kharadi,Animal Control and Welfare Department,2024-09,8372,13,644
Kharadi,Animal Control and Welfare Department,2024-10,30822,11,2802
Kharadi,Animal Control and Welfare Department,2024-11,41553,27,1539
Kharadi,Animal Control and Welfare Department,2024-12,64130,22,2915
Kharadi,Sewerage and Drainage Department,2024-01,93610,37,2530
Kharadi,Sewerage and Drainage Department,2024-02,21054,33,638
Kharadi,Sewerage and Drainage Department,2024-03,8435,5,1687
Kharadi,Sewerage and Drainage Department,2024-04,123012,67,1836
Kharadi,Sewerage and Drainage Department,2024-05,72336,48,1507
Kharadi,Sewerage and Drainage Department,2024-06,74928,42,1784
Kharadi,Sewerage and Drainage Department,2024-07,137560,76,1810
Kharadi,Sewerage and Drainage Department,2024-08,72324,82,882
Kharadi,Sewerage and Drainage Department,2024-09,167388,78,2146
Kharadi,Sewerage and Drainage Department,2024-10,35952,16,2247
Kharadi,Sewerage and Drainage Department,2024-11,130107,93,1399
Kharadi,Sewerage and Drainage Department,2024-12,124700,58,2150
Baner,Municipal Waste Management Department,2024-01,142130,61,2330
Baner,Municipal Waste Management Department,2024-02,41856,48,872
Baner,Municipal Waste Management Department,2024-03,64944,82,792
Baner,Municipal Waste Management Department,2024-04,106165,85,1249
Baner,Municipal Waste Management Department,2024-05,19726,7,2818
Baner,Municipal Waste Management Department,2024-06,161025,57,2825
Baner,Municipal Waste Management Department,2024-07,138968,58,2396
Baner,Municipal Waste Management Department,2024-08,208713,87,2399
Baner,Municipal Waste Management Department,2024-09,199240,85,2344
Baner,Municipal Waste Management Department,2024-10,78053,89,877
Baner,Municipal Waste Management Department,2024-11,46110,29,1590
Baner,Municipal Waste Management Department,2024-12,54726,21,2606
Baner,Water Supply and Sanitation Department,2024-01,24928,41,608
Baner,Water Supply and Sanitation Department,2024-02,98494,37,2662
Baner,Water Supply and Sanitation Department,2024-03,157896,86,1836
Baner,Water Supply and Sanitation Department,2024-04,21099,13,1623
Baner,Water Supply and Sanitation Department,2024-05,100224,48,2088
Baner,Water Supply and Sanitation Department,2024-06,221949,91,2439
Baner,Water Supply and Sanitation Department,2024-07,171402,98,1749
Baner,Water Supply and Sanitation Department,2024-08,82434,66,1249
Baner,Water Supply and Sanitation Department,2024-09,117800,62,1900
Baner,Water Supply and Sanitation Department,2024-10,123951,79,1569
Baner,Water Supply and Sanitation Department,2024-11,34032,24,1418
Baner,Water Supply and Sanitation Department,2024-12,90423,51,1773
Baner,Electricity Distribution Department,2024-01,160758,78,2061
Baner,Electricity Distribution Department,2024-02,260395,95,2741
Baner,Electricity Distribution Department,2024-03,54528,64,852
Baner,Electricity Distribution Department,2024-04,41924,47,892
Baner,Electricity Distribution Department,2024-05,51810,55,942
Baner,Electricity Distribution Department,2024-06,118482,78,1519
Baner,Electricity Distribution Department,2024-07,210805,95,2219
Baner,Electricity Distribution Department,2024-08,184484,68,2713
Baner,Electricity Distribution Department,2024-09,266560,98,2720
Baner,Electricity Distribution Department,2024-10,31111,53,587
Baner,Electricity Distribution Department,2024-11,114664,44,2606
Baner,Electricity Distribution Department,2024-12,23254,22,1057
Baner,Public Works Department,2024-01,106020,36,2945
Baner,Public Works Department,2024-02,62062,77,806
Baner,Public Works Department,2024-03,69420,60,1157
Baner,Public Works Department,2024-04,70644,42,1682
Baner,Public Works Department,2024-05,160237,77,2081
Baner,Public Works Department,2024-06,6840,9,760
Baner,Public Works Department,2024-07,221100,100,2211
Baner,Public Works Department,2024-08,89536,32,2798
Baner,Public Works Department,2024-09,28992,24,1208
Baner,Public Works Department,2024-10,93350,50,1867
Baner,Public Works Department,2024-11,107568,72,1494
Baner,Public Works Department,2024-12,168245,95,1771
Baner,Environmental Protection Department,2024-01,30264,12,2522
Baner,Environmental Protection Department,2024-02,197432,92,2146
Baner,Environmental Protection Department,2024-03,36896,16,2306
Baner,Environmental Protection Department,2024-04,12996,19,684
Baner,Environmental Protection Department,2024-05,157872,69,2288
Baner,Environmental Protection Department,2024-06,116999,79,1481
Baner,Environmental Protection Department,2024-07,165462,69,2398
Baner,Environmental Protection Department,2024-08,51048,18,2836
Baner,Environmental Protection Department,2024-09,81345,33,2465
Baner,Environmental Protection Department,2024-10,86544,48,1803
Baner,Environmental Protection Department,2024-11,65646,42,1563
Baner,Environmental Protection Department,2024-12,230373,99,2327
Baner,Traffic and Transportation Department,2024-01,139932,69,2028
Baner,Traffic and Transportation Department,2024-02,74448,94,792
Baner,Traffic and Transportation Department,2024-03,237780,90,2642
Baner,Traffic and Transportation Department,2024-04,163009,77,2117
Baner,Traffic and Transportation Department,2024-05,96669,69,1401
Baner,Traffic and Transportation Department,2024-06,148736,56,2656
Baner,Traffic and Transportation Department,2024-07,99891,99,1009
Baner,Traffic and Transportation Department,2024-08,151898,53,2866
Baner,Traffic and Transportation Department,2024-09,26940,30,898
Baner,Traffic and Transportation Department,2024-10,71238,93,766
Baner,Traffic and Transportation Department,2024-11,15966,9,1774
Baner,Traffic and Transportation Department,2024-12,176940,60,2949
Baner,Environmental Protection Department,2024-01,50622,39,1298
Baner,Environmental Protection Department,2024-02,86016,56,1536
Baner,Environmental Protection Department,2024-03,116328,74,1572
Baner,Environmental Protection Department,2024-04,172280,73,2360
Baner,Environmental Protection Department,2024-05,17066,7,2438
Baner,Environmental Protection Department,2024-06,199335,97,2055
Baner,Environmental Protection Department,2024-07,64989,29,2241
