area,department,month,total_spent,complaints_handled,avg_cost,performance,performance_percentage
Camp,Traffic and Transportation Department,Sep-24,165816,98,1692,Bad,0.0591016548463357
Camp,Traffic and Transportation Department,Oct-24,33648,12,2804,Good,0.03566333808844508
Camp,Traffic and Transportation Department,Nov-24,22537,31,727,Good,0.1375515818431912
Camp,Traffic and Transportation Department,Dec-24,48932,52,941,Bad,0.10626992561105207
Camp,Environmental Protection Department,Jan-24,11817,13,909,Good,0.11001100110011
Camp,Environmental Protection Department,Feb-24,26304,32,822,Good,0.12165450121654502
Camp,Environmental Protection Department,Mar-24,65730,30,2191,Good,0.045641259698767686
Camp,Environmental Protection Department,Apr-24,79628,68,1171,Bad,0.08539709649871904
Camp,Environmental Protection Department,May-24,16160,32,505,Good,0.19801980198019803
Camp,Environmental Protection Department,Jun-24,127446,66,1931,Bad,0.05178663904712584
Camp,Environmental Protection Department,Jul-24,257735,95,2713,Bad,0.036859565057132324
Camp,Environmental Protection Department,Aug-24,21944,13,1688,Good,0.05924170616113744
Camp,Environmental Protection Department,Sep-24,122880,60,2048,Bad,0.048828125
Camp,Environmental Protection Department,Oct-24,183347,83,2209,Bad,0.04526935264825713
Camp,Environmental Protection Department,Nov-24,149100,70,2130,Bad,0.046948356807511735
Camp,Environmental Protection Department,Dec-24,80729,41,1969,Good,0.050787201625190445
Camp,Urban Forestry and Landscaping Department,Jan-24,21630,30,721,Good,0.13869625520110956
Camp,Urban Forestry and Landscaping Department,Feb-24,106240,83,1280,Bad,0.078125
Camp,Urban Forestry and Landscaping Department,Mar-24,57960,60,966,Bad,0.10351966873706005
Camp,Urban Forestry and Landscaping Department,Apr-24,173618,94,1847,Bad,0.05414185165132648
Camp,Urban Forestry and Landscaping Department,May-24,30072,24,1253,Good,0.07980845969672785
Camp,Urban Forestry and Landscaping Department,Jun-24,20608,16,1288,Good,0.07763975155279502
Camp,Urban Forestry and Landscaping Department,Jul-24,248611,97,2563,Bad,0.03901677721420211
Camp,Urban Forestry and Landscaping Department,Aug-24,24824,29,856,Good,0.11682242990654204
Camp,Urban Forestry and Landscaping Department,Sep-24,55596,41,1356,Good,0.07374631268436578
Camp,Urban Forestry and Landscaping Department,Oct-24,26616,24,1109,Good,0.09017132551848511
Camp,Urban Forestry and Landscaping Department,Nov-24,79488,46,1728,Good,0.057870370370370364
Camp,Urban Forestry and Landscaping Department,Dec-24,47968,32,1499,Good,0.06671114076050699
Camp,Animal Control and Welfare Department,Jan-24,96900,75,1292,Bad,0.07739938080495357
Camp,Animal Control and Welfare Department,Feb-24,139104,96,1449,Bad,0.06901311249137336
Camp,Animal Control and Welfare Department,Mar-24,77952,84,928,Bad,0.10775862068965517
Camp,Animal Control and Welfare Department,Apr-24,96192,96,1002,Bad,0.09980039920159679
Camp,Animal Control and Welfare Department,May-24,53838,27,1994,Good,0.05015045135406219
Camp,Animal Control and Welfare Department,Jun-24,90190,58,1555,Bad,0.06430868167202572
Camp,Animal Control and Welfare Department,Jul-24,243432,92,2646,Bad,0.03779289493575208
Camp,Animal Control and Welfare Department,Aug-24,43806,49,894,Good,0.11185682326621924
Camp,Animal Control and Welfare Department,Sep-24,52550,25,2102,Good,0.04757373929590866
Camp,Animal Control and Welfare Department,Oct-24,8440,8,1055,Good,0.09478672985781991
Camp,Animal Control and Welfare Department,Nov-24,122284,76,1609,Bad,0.06215040397762585
Camp,Animal Control and Welfare Department,Dec-24,122625,45,2725,Good,0.03669724770642202
Camp,Sewerage and Drainage Department,Jan-24,26586,21,1266,Good,0.07898894154818326
Camp,Sewerage and Drainage Department,Feb-24,179205,65,2757,Bad,0.03627130939426913
Camp,Sewerage and Drainage Department,Mar-24,133500,100,1335,Bad,0.0749063670411985
Camp,Sewerage and Drainage Department,Apr-24,68922,63,1094,Bad,0.09140767824497258
Camp,Sewerage and Drainage Department,May-24,7075,5,1415,Good,0.0706713780918728
Camp,Sewerage and Drainage Department,Jun-24,67452,44,1533,Good,0.06523157208088715
Camp,Sewerage and Drainage Department,Jul-24,151632,81,1872,Bad,0.05341880341880342
Camp,Sewerage and Drainage Department,Aug-24,152019,63,2413,Bad,0.04144218814753419
Camp,Sewerage and Drainage Department,Sep-24,30058,38,791,Good,0.12642225031605564
Camp,Sewerage and Drainage Department,Oct-24,75919,79,961,Bad,0.10405827263267431
Camp,Sewerage and Drainage Department,Nov-24,46260,30,1542,Good,0.06485084306095978
Camp,Sewerage and Drainage Department,Dec-24,86590,70,1237,Bad,0.08084074373484236
Swargate,Municipal Waste Management Department,Jan-24,38398,73,526,Bad,0.19011406844106463
Swargate,Municipal Waste Management Department,Feb-24,48008,34,1412,Good,0.0708215297450425
Swargate,Municipal Waste Management Department,Mar-24,78516,54,1454,Bad,0.0687757909215956
Swargate,Municipal Waste Management Department,Apr-24,63812,28,2279,Good,0.04387889425186486
Swargate,Municipal Waste Management Department,May-24,144180,60,2403,Bad,0.04161464835622139
Swargate,Municipal Waste Management Department,Jun-24,37656,24,1569,Good,0.06373486297004462
Swargate,Municipal Waste Management Department,Jul-24,33500,20,1675,Good,0.05970149253731343
Swargate,Municipal Waste Management Department,Aug-24,70416,48,1467,Good,0.0681663258350375
Swargate,Municipal Waste Management Department,Sep-24,210300,100,2103,Bad,0.0475511174512601
Swargate,Municipal Waste Management Department,Oct-24,42032,16,2627,Good,0.03806623524933384
Swargate,Municipal Waste Management Department,Nov-24,103640,40,2591,Good,0.0385951370127364
Swargate,Municipal Waste Management Department,Dec-24,6040,10,604,Good,0.16556291390728478
Swargate,Water Supply and Sanitation Department,Jan-24,110694,38,2913,Good,0.03432887058015791
Swargate,Water Supply and Sanitation Department,Feb-24,44646,42,1063,Good,0.09407337723424271
Swargate,Water Supply and Sanitation Department,Mar-24,168448,64,2632,Bad,0.037993920972644375
Swargate,Water Supply and Sanitation Department,Apr-24,63432,72,881,Bad,0.11350737797956867
Swargate,Water Supply and Sanitation Department,May-24,190070,83,2290,Bad,0.043668122270742356
Swargate,Water Supply and Sanitation Department,Jun-24,54431,53,1027,Bad,0.09737098344693282
Swargate,Water Supply and Sanitation Department,Jul-24,39520,38,1040,Good,0.09615384615384616
Swargate,Water Supply and Sanitation Department,Aug-24,160815,71,2265,Bad,0.04415011037527594
Swargate,Water Supply and Sanitation Department,Sep-24,29146,19,1534,Good,0.0651890482398957
Swargate,Water Supply and Sanitation Department,Oct-24,29568,28,1056,Good,0.0946969696969697
Swargate,Water Supply and Sanitation Department,Nov-24,52294,22,2377,Good,0.04206983592763988
Swargate,Water Supply and Sanitation Department,Dec-24,15136,22,688,Good,0.14534883720930233
Swargate,Electricity Distribution Department,Jan-24,24864,16,1554,Good,0.06435006435006435
Swargate,Electricity Distribution Department,Feb-24,169320,68,2490,Bad,0.040160642570281124
Swargate,Electricity Distribution Department,Mar-24,97656,52,1878,Bad,0.05324813631522897
Swargate,Electricity Distribution Department,Apr-24,14944,16,934,Good,0.10706638115631692
Swargate,Electricity Distribution Department,May-24,13704,8,1713,Good,0.05837711617046118
Swargate,Electricity Distribution Department,Jun-24,21376,16,1336,Good,0.07485029940119761
Swargate,Electricity Distribution Department,Jul-24,118692,54,2198,Bad,0.04549590536851684
Swargate,Electricity Distribution Department,Aug-24,202288,94,2152,Bad,0.046468401486988845
Swargate,Electricity Distribution Department,Sep-24,52104,24,2171,Good,0.046061722708429294
Swargate,Electricity Distribution Department,Oct-24,114480,54,2120,Bad,0.04716981132075472
Swargate,Electricity Distribution Department,Nov-24,37917,33,1149,Good,0.08703220191470844
Swargate,Electricity Distribution Department,Dec-24,135711,51,2661,Bad,0.03757985719654265
Swargate,Public Works Department,Jan-24,43408,16,2713,Good,0.036859565057132324
Swargate,Public Works Department,Feb-24,125292,53,2364,Bad,0.04230118443316413
Swargate,Public Works Department,Mar-24,58466,31,1886,Good,0.05302226935312832
Swargate,Public Works Department,Apr-24,102672,92,1116,Bad,0.08960573476702509
Swargate,Public Works Department,May-24,14150,5,2830,Good,0.0353356890459364
Swargate,Public Works Department,Jun-24,174590,65,2686,Bad,0.03723008190618019
Swargate,Public Works Department,Jul-24,12516,7,1788,Good,0.05592841163310962
Swargate,Public Works Department,Aug-24,139944,51,2744,Bad,0.03644314868804665
Swargate,Public Works Department,Sep-24,182218,62,2939,Bad,0.03402517863218782
Swargate,Public Works Department,Oct-24,47136,48,982,Good,0.10183299389002036
Swargate,Public Works Department,Nov-24,50518,58,871,Bad,0.1148105625717566
Swargate,Public Works Department,Dec-24,31785,13,2445,Good,0.0408997955010225
Swargate,Environmental Protection Department,Jan-24,120200,100,1202,Bad,0.08319467554076539
Swargate,Environmental Protection Department,Feb-24,277226,97,2858,Bad,0.03498950314905528
Swargate,Environmental Protection Department,Mar-24,52383,19,2757,Good,0.03627130939426913
Swargate,Environmental Protection Department,Apr-24,92160,40,2304,Good,0.043402777777777776
Swargate,Environmental Protection Department,May-24,209610,85,2466,Bad,0.04055150040551501
Swargate,Environmental Protection Department,Jun-24,269660,97,2780,Bad,0.03597122302158273
Swargate,Environmental Protection Department,Jul-24,117432,56,2097,Bad,0.04768717215069146
Swargate,Environmental Protection Department,Aug-24,24648,24,1027,Good,0.09737098344693282
Swargate,Environmental Protection Department,Sep-24,103110,35,2946,Good,0.03394433129667345
Swargate,Environmental Protection Department,Oct-24,251163,99,2537,Bad,0.039416633819471816
Swargate,Environmental Protection Department,Nov-24,124542,99,1258,Bad,0.0794912559618442
Swargate,Environmental Protection Department,Dec-24,197680,80,2471,Bad,0.04046944556859571
Swargate,Traffic and Transportation Department,Jan-24,135216,54,2504,Bad,0.039936102236421724
Swargate,Traffic and Transportation Department,Feb-24,26868,12,2239,Good,0.044662795891022775
Swargate,Traffic and Transportation Department,Mar-24,96832,89,1088,Bad,0.09191176470588235
Swargate,Traffic and Transportation Department,Apr-24,72900,75,972,Bad,0.102880658436214
Swargate,Traffic and Transportation Department,May-24,39000,65,600,Bad,0.16666666666666669
Swargate,Traffic and Transportation Department,Jun-24,150241,91,1651,Bad,0.06056935190793458
Swargate,Traffic and Transportation Department,Jul-24,20472,24,853,Good,0.11723329425556857
Swargate,Traffic and Transportation Department,Aug-24,53790,33,1630,Good,0.06134969325153375
Swargate,Traffic and Transportation Department,Sep-24,102512,43,2384,Good,0.04194630872483222
Swargate,Traffic and Transportation Department,Oct-24,48983,61,803,Bad,0.12453300124533001
Swargate,Traffic and Transportation Department,Nov-24,49049,91,539,Bad,0.1855287569573284
Swargate,Traffic and Transportation Department,Dec-24,4568,8,571,Good,0.17513134851138354
Swargate,Environmental Protection Department,Jan-24,29682,18,1649,Good,0.06064281382656155
Swargate,Environmental Protection Department,Feb-24,37796,44,859,Good,0.11641443538998836
Swargate,Environmental Protection Department,Mar-24,8886,6,1481,Good,0.0675219446320054
Swargate,Environmental Protection Department,Apr-24,167040,72,2320,Bad,0.04310344827586207
Swargate,Environmental Protection Department,May-24,121508,74,1642,Bad,0.06090133982947624
Swargate,Environmental Protection Department,Jun-24,109268,59,1852,Bad,0.05399568034557236
Swargate,Environmental Protection Department,Jul-24,146761,97,1513,Bad,0.06609385327164573
Swargate,Environmental Protection Department,Aug-24,35612,58,614,Bad,0.16286644951140067
Swargate,Environmental Protection Department,Sep-24,88374,33,2678,Good,0.03734129947722181
Swargate,Environmental Protection Department,Oct-24,63046,58,1087,Bad,0.09199632014719411
Swargate,Environmental Protection Department,Nov-24,170956,79,2164,Bad,0.04621072088724584
Swargate,Environmental Protection Department,Dec-24,282624,96,2944,Bad,0.033967391304347824
Swargate,Urban Forestry and Landscaping Department,Jan-24,129732,57,2276,Bad,0.04393673110720562
Swargate,Urban Forestry and Landscaping Department,Feb-24,66143,77,859,Bad,0.11641443538998836
Swargate,Urban Forestry and Landscaping Department,Mar-24,18853,17,1109,Good,0.09017132551848511
Swargate,Urban Forestry and Landscaping Department,Apr-24,36808,43,856,Good,0.11682242990654204
Swargate,Urban Forestry and Landscaping Department,May-24,260550,90,2895,Bad,0.03454231433506045
Swargate,Urban Forestry and Landscaping Department,Jun-24,52812,36,1467,Good,0.0681663258350375
Swargate,Urban Forestry and Landscaping Department,Jul-24,37136,44,844,Good,0.11848341232227488
Swargate,Urban Forestry and Landscaping Department,Aug-24,158424,56,2829,Bad,0.03534817956875221
Swargate,Urban Forestry and Landscaping Department,Sep-24,104652,76,1377,Bad,0.07262164124909223
Swargate,Urban Forestry and Landscaping Department,Oct-24,145521,69,2109,Bad,0.0474158368895211
Swargate,Urban Forestry and Landscaping Department,Nov-24,99456,48,2072,Good,0.04826254826254826
Swargate,Urban Forestry and Landscaping Department,Dec-24,27840,32,870,Good,0.11494252873563218
Swargate,Animal Control and Welfare Department,Jan-24,96690,33,2930,Good,0.034129692832764506
Swargate,Animal Control and Welfare Department,Feb-24,72996,79,924,Bad,0.10822510822510822
Swargate,Animal Control and Welfare Department,Mar-24,17590,10,1759,Good,0.05685048322910744
Swargate,Animal Control and Welfare Department,Apr-24,37695,15,2513,Good,0.03979307600477517
Swargate,Animal Control and Welfare Department,May-24,139950,90,1555,Bad,0.06430868167202572
Swargate,Animal Control and Welfare Department,Jun-24,28260,18,1570,Good,0.06369426751592357
Swargate,Animal Control and Welfare Department,Jul-24,177793,77,2309,Bad,0.043308791684711995
Swargate,Animal Control and Welfare Department,Aug-24,159194,83,1918,Bad,0.05213764337851929
Swargate,Animal Control and Welfare Department,Sep-24,22330,22,1015,Good,0.09852216748768472
Swargate,Animal Control and Welfare Department,Oct-24,105256,59,1784,Bad,0.05605381165919283
Swargate,Animal Control and Welfare Department,Nov-24,92322,69,1338,Bad,0.07473841554559044
Swargate,Animal Control and Welfare Department,Dec-24,65808,48,1371,Good,0.07293946024799416
Swargate,Sewerage and Drainage Department,Jan-24,22540,35,644,Good,0.15527950310559005
Swargate,Sewerage and Drainage Department,Feb-24,85342,71,1202,Bad,0.08319467554076539
Swargate,Sewerage and Drainage Department,Mar-24,184882,97,1906,Bad,0.05246589716684155
Swargate,Sewerage and Drainage Department,Apr-24,95400,45,2120,Good,0.04716981132075472
Swargate,Sewerage and Drainage Department,May-24,138462,47,2946,Good,0.03394433129667345
Swargate,Sewerage and Drainage Department,Jun-24,204820,70,2926,Bad,0.03417634996582365
Swargate,Sewerage and Drainage Department,Jul-24,18636,12,1553,Good,0.0643915003219575
Swargate,Sewerage and Drainage Department,Aug-24,120893,53,2281,Bad,0.04384042086804033
Swargate,Sewerage and Drainage Department,Sep-24,200410,98,2045,Bad,0.04889975550122249
Swargate,Sewerage and Drainage Department,Oct-24,62250,30,2075,Good,0.048192771084337345
Swargate,Sewerage and Drainage Department,Nov-24,76095,45,1691,Good,0.05913660555884093
Swargate,Sewerage and Drainage Department,Dec-24,44104,37,1192,Good,0.08389261744966443
Karvenagar,Municipal Waste Management Department,Jan-24,62907,39,1613,Good,0.06199628022318661
Karvenagar,Municipal Waste Management Department,Feb-24,59500,28,2125,Good,0.047058823529411764
Karvenagar,Municipal Waste Management Department,Mar-24,97458,37,2634,Good,0.037965072133637055
Karvenagar,Municipal Waste Management Department,Apr-24,100836,36,2801,Good,0.03570153516601214
Karvenagar,Municipal Waste Management Department,May-24,45738,66,693,Bad,0.1443001443001443
Karvenagar,Municipal Waste Management Department,Jun-24,19670,14,1405,Good,0.0711743772241993
Karvenagar,Municipal Waste Management Department,Jul-24,146461,49,2989,Good,0.03345600535296086
Karvenagar,Municipal Waste Management Department,Aug-24,100980,51,1980,Bad,0.050505050505050504
Karvenagar,Municipal Waste Management Department,Sep-24,73966,62,1193,Bad,0.08382229673093043
Karvenagar,Municipal Waste Management Department,Oct-24,216634,86,2519,Bad,0.03969829297340214
Karvenagar,Municipal Waste Management Department,Nov-24,78964,38,2078,Good,0.04812319538017325
Karvenagar,Municipal Waste Management Department,Dec-24,155272,52,2986,Bad,0.03348961821835231
Karvenagar,Water Supply and Sanitation Department,Jan-24,141492,52,2721,Bad,0.03675119441381845
Karvenagar,Water Supply and Sanitation Department,Feb-24,186550,65,2870,Bad,0.03484320557491289
Karvenagar,Water Supply and Sanitation Department,Mar-24,80344,88,913,Bad,0.10952902519167579
Karvenagar,Water Supply and Sanitation Department,Apr-24,56161,71,791,Bad,0.12642225031605564
Karvenagar,Water Supply and Sanitation Department,May-24,93150,54,1725,Bad,0.057971014492753624
Karvenagar,Water Supply and Sanitation Department,Jun-24,105222,39,2698,Good,0.037064492216456635
Karvenagar,Water Supply and Sanitation Department,Jul-24,90000,36,2500,Good,0.04
Karvenagar,Water Supply and Sanitation Department,Aug-24,107180,46,2330,Good,0.04291845493562232
Karvenagar,Water Supply and Sanitation Department,Sep-24,132240,87,1520,Bad,0.06578947368421052
Karvenagar,Water Supply and Sanitation Department,Oct-24,51030,45,1134,Good,0.08818342151675485
Karvenagar,Water Supply and Sanitation Department,Nov-24,106970,95,1126,Bad,0.08880994671403197
Karvenagar,Water Supply and Sanitation Department,Dec-24,47340,45,1052,Good,0.09505703422053231
Karvenagar,Electricity Distribution Department,Jan-24,53025,75,707,Bad,0.14144271570014144
Karvenagar,Electricity Distribution Department,Feb-24,40595,23,1765,Good,0.05665722379603399
Karvenagar,Electricity Distribution Department,Mar-24,228804,92,2487,Bad,0.04020908725371934
Karvenagar,Electricity Distribution Department,Apr-24,24557,13,1889,Good,0.05293806246691372
Karvenagar,Electricity Distribution Department,May-24,72288,72,1004,Bad,0.099601593625498
Karvenagar,Electricity Distribution Department,Jun-24,173824,64,2716,Bad,0.036818851251840944
Karvenagar,Electricity Distribution Department,Jul-24,203364,84,2421,Bad,0.04130524576621231
Karvenagar,Electricity Distribution Department,Aug-24,37406,59,634,Bad,0.15772870662460567
Karvenagar,Electricity Distribution Department,Sep-24,85492,67,1276,Bad,0.07836990595611285
Karvenagar,Electricity Distribution Department,Oct-24,24344,17,1432,Good,0.06983240223463687
Karvenagar,Electricity Distribution Department,Nov-24,94620,95,996,Bad,0.1004016064257028
Karvenagar,Electricity Distribution Department,Dec-24,62537,23,2719,Good,0.03677822728944465
Karvenagar,Public Works Department,Jan-24,180327,93,1939,Bad,0.0515729757607014
Karvenagar,Public Works Department,Feb-24,64962,27,2406,Good,0.04156275976724855
Karvenagar,Public Works Department,Mar-24,244530,95,2574,Bad,0.03885003885003885
Karvenagar,Public Works Department,Apr-24,153272,56,2737,Bad,0.03653635367190354
Karvenagar,Public Works Department,May-24,17034,6,2839,Good,0.03522367030644593
Karvenagar,Public Works Department,Jun-24,19375,31,625,Good,0.16
Karvenagar,Public Works Department,Jul-24,181958,82,2219,Bad,0.04506534474988734
Karvenagar,Public Works Department,Aug-24,28836,12,2403,Good,0.04161464835622139
Karvenagar,Public Works Department,Sep-24,131834,58,2273,Bad,0.04399472063352398
Karvenagar,Public Works Department,Oct-24,144832,73,1984,Bad,0.05040322580645161
Karvenagar,Public Works Department,Nov-24,115617,51,2267,Bad,0.044111160123511246
Karvenagar,Public Works Department,Dec-24,92628,36,2573,Good,0.0388651379712398
Karvenagar,Environmental Protection Department,Jan-24,77850,45,1730,Good,0.05780346820809249
Karvenagar,Environmental Protection Department,Feb-24,21762,31,702,Good,0.14245014245014245
Karvenagar,Environmental Protection Department,Mar-24,47432,28,1694,Good,0.05903187721369539
Karvenagar,Environmental Protection Department,Apr-24,61026,21,2906,Good,0.034411562284927734
Karvenagar,Environmental Protection Department,May-24,68264,28,2438,Good,0.04101722723543889
Karvenagar,Environmental Protection Department,Jun-24,24430,35,698,Good,0.14326647564469913
Karvenagar,Environmental Protection Department,Jul-24,116229,43,2703,Good,0.03699593044765076
Karvenagar,Environmental Protection Department,Aug-24,12250,10,1225,Good,0.0816326530612245
Karvenagar,Environmental Protection Department,Sep-24,60099,23,2613,Good,0.03827018752391887
Karvenagar,Environmental Protection Department,Oct-24,125268,73,1716,Bad,0.05827505827505827
Karvenagar,Environmental Protection Department,Nov-24,114720,40,2868,Good,0.03486750348675035
Karvenagar,Environmental Protection Department,Dec-24,133875,63,2125,Bad,0.047058823529411764
Karvenagar,Traffic and Transportation Department,Jan-24,34840,65,536,Bad,0.18656716417910446
Karvenagar,Traffic and Transportation Department,Feb-24,217987,77,2831,Bad,0.035323207347227124
Karvenagar,Traffic and Transportation Department,Mar-24,149695,91,1645,Bad,0.060790273556231005
Karvenagar,Traffic and Transportation Department,Apr-24,141500,100,1415,Bad,0.0706713780918728
Karvenagar,Traffic and Transportation Department,May-24,70128,48,1461,Good,0.06844626967830253
Karvenagar,Traffic and Transportation Department,Jun-24,13472,16,842,Good,0.11876484560570072
Karvenagar,Traffic and Transportation Department,Jul-24,92232,63,1464,Bad,0.06830601092896176
Karvenagar,Traffic and Transportation Department,Aug-24,64534,41,1574,Good,0.06353240152477764
Karvenagar,Traffic and Transportation Department,Sep-24,19296,9,2144,Good,0.046641791044776115
Karvenagar,Traffic and Transportation Department,Oct-24,99723,39,2557,Good,0.03910833007430582
Karvenagar,Traffic and Transportation Department,Nov-24,42366,69,614,Bad,0.16286644951140067
Karvenagar,Traffic and Transportation Department,Dec-24,41743,19,2197,Good,0.04551661356395084
Karvenagar,Environmental Protection Department,Jan-24,54072,36,1502,Good,0.06657789613848203
Karvenagar,Environmental Protection Department,Feb-24,98550,90,1095,Bad,0.091324200913242
Karvenagar,Environmental Protection Department,Mar-24,79893,27,2959,Good,0.03379520108144643
Karvenagar,Environmental Protection Department,Apr-24,40000,64,625,Bad,0.16
Karvenagar,Environmental Protection Department,May-24,163843,59,2777,Bad,0.036010082823190494
Karvenagar,Environmental Protection Department,Jun-24,18920,8,2365,Good,0.042283298097251586
Karvenagar,Environmental Protection Department,Jul-24,59954,62,967,Bad,0.1034126163391934
Karvenagar,Environmental Protection Department,Aug-24,79800,42,1900,Good,0.05263157894736842
Karvenagar,Environmental Protection Department,Sep-24,154560,56,2760,Bad,0.036231884057971016
Karvenagar,Environmental Protection Department,Oct-24,53888,64,842,Bad,0.11876484560570072
Karvenagar,Environmental Protection Department,Nov-24,52200,72,725,Bad,0.13793103448275862
Karvenagar,Environmental Protection Department,Dec-24,96096,84,1144,Bad,0.08741258741258741
Karvenagar,Urban Forestry and Landscaping Department,Jan-24,47190,78,605,Bad,0.1652892561983471
Karvenagar,Urban Forestry and Landscaping Department,Feb-24,126592,64,1978,Bad,0.05055611729019212
Karvenagar,Urban Forestry and Landscaping Department,Mar-24,88688,46,1928,Good,0.05186721991701245
Karvenagar,Urban Forestry and Landscaping Department,Apr-24,55756,53,1052,Bad,0.09505703422053231
Karvenagar,Urban Forestry and Landscaping Department,May-24,57255,33,1735,Good,0.05763688760806917
Karvenagar,Urban Forestry and Landscaping Department,Jun-24,237075,87,2725,Bad,0.03669724770642202
Karvenagar,Urban Forestry and Landscaping Department,Jul-24,184500,90,2050,Bad,0.04878048780487805
Karvenagar,Urban Forestry and Landscaping Department,Aug-24,153300,100,1533,Bad,0.06523157208088715
Karvenagar,Urban Forestry and Landscaping Department,Sep-24,39984,48,833,Good,0.12004801920768307
Karvenagar,Urban Forestry and Landscaping Department,Oct-24,45504,18,2528,Good,0.03955696202531646
Karvenagar,Urban Forestry and Landscaping Department,Nov-24,42183,43,981,Good,0.10193679918450561
Karvenagar,Urban Forestry and Landscaping Department,Dec-24,231093,81,2853,Bad,0.03505082369435682
Karvenagar,Animal Control and Welfare Department,Jan-24,65750,25,2630,Good,0.03802281368821293
Karvenagar,Animal Control and Welfare Department,Feb-24,89717,73,1229,Bad,0.08136696501220504
Karvenagar,Animal Control and Welfare Department,Mar-24,6050,11,550,Good,0.18181818181818182
Karvenagar,Animal Control and Welfare Department,Apr-24,165480,56,2955,Bad,0.0338409475465313
Karvenagar,Animal Control and Welfare Department,May-24,57257,31,1847,Good,0.05414185165132648
Karvenagar,Animal Control and Welfare Department,Jun-24,52022,38,1369,Good,0.07304601899196494
Karvenagar,Animal Control and Welfare Department,Jul-24,82288,74,1112,Bad,0.08992805755395684
Karvenagar,Animal Control and Welfare Department,Aug-24,23408,44,532,Good,0.18796992481203006
Karvenagar,Animal Control and Welfare Department,Sep-24,74102,67,1106,Bad,0.09041591320072333
Karvenagar,Animal Control and Welfare Department,Oct-24,86363,67,1289,Bad,0.07757951900698215
Karvenagar,Animal Control and Welfare Department,Nov-24,43005,47,915,Good,0.1092896174863388
Karvenagar,Animal Control and Welfare Department,Dec-24,160170,57,2810,Bad,0.03558718861209965
Karvenagar,Sewerage and Drainage Department,Jan-24,122360,70,1748,Bad,0.057208237986270026
Karvenagar,Sewerage and Drainage Department,Feb-24,96536,44,2194,Good,0.04557885141294439
Karvenagar,Sewerage and Drainage Department,Mar-24,28732,22,1306,Good,0.0765696784073507
Karvenagar,Sewerage and Drainage Department,Apr-24,108306,99,1094,Bad,0.09140767824497258
Karvenagar,Sewerage and Drainage Department,May-24,48972,53,924,Bad,0.10822510822510822
Karvenagar,Sewerage and Drainage Department,Jun-24,62216,22,2828,Good,0.03536067892503536
Karvenagar,Sewerage and Drainage Department,Jul-24,39140,19,2060,Good,0.04854368932038835
Karvenagar,Sewerage and Drainage Department,Aug-24,33672,12,2806,Good,0.03563791874554526
Karvenagar,Sewerage and Drainage Department,Sep-24,27024,48,563,Good,0.17761989342806395
Karvenagar,Sewerage and Drainage Department,Oct-24,187920,72,2610,Bad,0.03831417624521073
Karvenagar,Sewerage and Drainage Department,Nov-24,71946,63,1142,Bad,0.08756567425569177
Karvenagar,Sewerage and Drainage Department,Dec-24,209420,74,2830,Bad,0.0353356890459364
Kharadi,Municipal Waste Management Department,Jan-24,36064,14,2576,Good,0.03881987577639751
Kharadi,Municipal Waste Management Department,Feb-24,81576,72,1133,Bad,0.088261253309797
Kharadi,Municipal Waste Management Department,Mar-24,133200,80,1665,Bad,0.06006006006006006
Kharadi,Municipal Waste Management Department,Apr-24,106784,94,1136,Bad,0.08802816901408451
Kharadi,Municipal Waste Management Department,May-24,29556,36,821,Good,0.12180267965895249
Kharadi,Municipal Waste Management Department,Jun-24,144300,75,1924,Bad,0.05197505197505198
Kharadi,Municipal Waste Management Department,Jul-24,78880,32,2465,Good,0.04056795131845842
Kharadi,Municipal Waste Management Department,Aug-24,70518,42,1679,Good,0.05955926146515784
Kharadi,Municipal Waste Management Department,Sep-24,215920,80,2699,Bad,0.037050759540570584
Kharadi,Municipal Waste Management Department,Oct-24,8985,15,599,Good,0.1669449081803005
Kharadi,Municipal Waste Management Department,Nov-24,113128,79,1432,Bad,0.06983240223463687
Kharadi,Municipal Waste Management Department,Dec-24,19025,25,761,Good,0.1314060446780552
Kharadi,Water Supply and Sanitation Department,Jan-24,85536,48,1782,Good,0.05611672278338946
Kharadi,Water Supply and Sanitation Department,Feb-24,18972,17,1116,Good,0.08960573476702509
Kharadi,Water Supply and Sanitation Department,Mar-24,81936,36,2276,Good,0.04393673110720562
Kharadi,Water Supply and Sanitation Department,Apr-24,110968,52,2134,Bad,0.046860356138706656
Kharadi,Water Supply and Sanitation Department,May-24,114648,68,1686,Bad,0.05931198102016608
Kharadi,Water Supply and Sanitation Department,Jun-24,15939,9,1771,Good,0.0564652738565782
Kharadi,Water Supply and Sanitation Department,Jul-24,152488,56,2723,Bad,0.03672420124862284
Kharadi,Water Supply and Sanitation Department,Aug-24,196490,98,2005,Bad,0.04987531172069825
Kharadi,Water Supply and Sanitation Department,Sep-24,30828,14,2202,Good,0.045413260672116255
Kharadi,Water Supply and Sanitation Department,Oct-24,65858,26,2533,Good,0.03947887879984208
Kharadi,Water Supply and Sanitation Department,Nov-24,173325,75,2311,Bad,0.043271311120726956
Kharadi,Water Supply and Sanitation Department,Dec-24,41285,23,1795,Good,0.05571030640668524
Kharadi,Electricity Distribution Department,Jan-24,57920,20,2896,Good,0.03453038674033149
Kharadi,Electricity Distribution Department,Feb-24,54351,61,891,Bad,0.11223344556677892
